ind,name,michelin_award,city,country,lat,lon,image,chef,cuisine1,url,url2,Hotel_Name,h_lat,h_lon
346,Canton 8 (Runan Street),TWO_STARS,Shanghai,China Mainland,31.204708,121.47799,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/6633b15bdaff4ee1a3d538bc10202df5,,Cantonese,https://guide.michelin.com/en/shanghai-municipality/shanghai/restaurant/canton-8-runan-street,,Shanghai Jianyeli Capella Hotel,31.203096,121.451454
347,Canton Table,ONE_STAR,Shanghai,China Mainland,31.236093,121.486211,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/75091d9e-b548-406d-a8bf-a442ceed736f.jpg,,Cantonese,https://guide.michelin.com/en/shanghai-municipality/shanghai/restaurant/canton-table,,Shanghai Jianyeli Capella Hotel,31.203096,121.451454
348,Canvas,ONE_STAR,Bangkok,Thailand,13.7288889,100.580764,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/c0be0a533ccb43079beae1223369c732,Riley SANDERS,Innovative,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/canvas566292,https://guide.michelin.com/en/bangkok-region/bangkok/restaurant/canvas566292,"Sheraton Grande Sukhumvit, a Luxury Collection Hotel, Bangkok",13.7374102,100.5590841
349,Capriccio,ONE_STAR,Manerba del Garda,Italy,45.55285,10.56121,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/804281436bdc4f69884f178d1f535ef7,Giuliana Germiniasi,Modern Cuisine,https://guide.michelin.com/en/lombardia/manerba-del-garda/restaurant/capriccio,https://guide.michelin.com/en/lombardia/manerba-del-garda/restaurant/capriccio,Villa Cortine,45.4954948,10.6072416
350,Caprice,THREE_STARS,Hong Kong,Hong Kong,22.2866489,114.1566097,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/90253f9c-25be-4a16-9973-362def53103a.jpg,Guillaume GALLIOT,French Contemporary,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/caprice,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/caprice,Rosewood Hong Kong,22.2949764,114.1758105
351,Caracol,ONE_STAR,Bacoli,Italy,40.7827339,14.0834126,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/2bf0307f0f0a4a439ea3efad1104abfe,Angelo Carannante,Modern Cuisine,https://guide.michelin.com/en/campania/bacoli/restaurant/caracol,https://guide.michelin.com/en/campania/bacoli/restaurant/caracol,Grand Hotel Parker's,40.8371067,14.2299864
352,Carbone,ONE_STAR,New York,United States,40.727966,-74.00017,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/51081765-b521-4601-b589-d398572caf19.jpg,,Italian,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/carbone,https://guide.michelin.com/en/new-york-state/new-york/restaurant/carbone,Four Seasons Hotel New York Downtown,40.7126317,-74.0091904
353,Carcasse,ONE_STAR,Sint-Idesbald,Belgium,51.1098794,2.6110544,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/c8d55bb74a89459f9cfd9dafdb13326e,,Meats and Grills,https://guide.michelin.com/en/west-vlaanderen/sint-idesbald/restaurant/carcasse,https://guide.michelin.com/en/west-vlaanderen/sint-idesbald/restaurant/carcasse,The Grove,51.677052,-0.436857
354,Carignano,ONE_STAR,Turin,Italy,45.065155,7.6840119,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/e1b10d36-01ac-49b3-81a0-4296523df01a.jpg,Fabrizio Tesse,Creative,https://guide.michelin.com/en/piemonte/torino/restaurant/carignano,https://guide.michelin.com/en/piemonte/torino/restaurant/carignano,Grand Hotel Sitea,45.0652908,7.6841559
355,Carmelo Greco,ONE_STAR,Frankfurt on the Main,Germany,50.0946385,8.6825938,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/dc8eb52b-d04c-4202-919a-323810599529.jpg,Carmelo Greco,Italian,https://guide.michelin.com/en/hessen/frankfurt-am-main/restaurant/carmelo-greco,https://guide.michelin.com/en/hessen/frankfurt-am-main/restaurant/carmelo-greco,Sofitel Frankfurt Opera,50.115962,8.6735627
356,Carters of Moseley,ONE_STAR,Birmingham,United Kingdom,52.4457717,-1.8838806,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/677c5f25a4594f6e8d76d0aa61028702,Brad Carter,Modern British,https://guide.michelin.com/gb/en/west-midlands/birmingham/restaurant/carters-of-moseley,https://guide.michelin.com/en/west-midlands/birmingham/restaurant/carters-of-moseley,Park Regis Birmingham,52.4729961,-1.9170507
357,Casa Enrique,ONE_STAR,New York,United States,40.7434588,-73.9542808,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/576b7aa29c7b4901a4758936537c2ffc,Cosme Aguilar,Mexican,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/casa-enrique,https://guide.michelin.com/en/new-york-state/new-york/restaurant/casa-enrique,Four Seasons Hotel New York Downtown,40.7126317,-74.0091904
358,Casa FofÅ,ONE_STAR,London,United Kingdom,51.5499681,-0.0641532,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/9283b22851984a17bca947039337e3fb,Adolfo De Cecco,Modern Cuisine,https://guide.michelin.com/gb/en/greater-london/london/restaurant/casa-fofo,https://guide.michelin.com/en/greater-london/london/restaurant/casa-fofo,Knightsbridge Hotel,51.4982441,-0.1643075
359,Casa Gerardo,ONE_STAR,Prendes,Spain,43.5554834,-5.7593121,https://mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/91ca7967bc8e4f60bfd81b5f185e0004,Marcos Morán Suarez,Modern Cuisine,https://guide.michelin.com/en/principado-de-asturias/prendes/restaurant/casa-gerardo,https://guide.michelin.com/en/principado-de-asturias/prendes/restaurant/casa-gerardo,Palacio de Avilés,43.5551961,-5.9224573
360,Casa Iozzìa,ONE_STAR,Vitorchiano,Italy,42.4591729,12.1636364,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/4d6dc090c3af42588fe43bf93f0bbb22,Lorenzo Iozzia,Modern Cuisine,https://guide.michelin.com/en/lazio/vitorchiano/restaurant/casa-iozzia,https://guide.michelin.com/en/lazio/vitorchiano/restaurant/casa-iozzia,Hotel d'Inghilterra Roma - Starhotels Collezione,41.9047114,12.4806045
361,Casa Marcelo,ONE_STAR,Santiago de Compostela,Spain,42.880834,-8.5466466,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/2fc7af3ccf844234bb6a174f8afb319d,Marcelo Tejedor,Fusion,https://guide.michelin.com/en/galicia/santiago-de-compostela/restaurant/casa-marcelo,https://guide.michelin.com/en/galicia/santiago-de-compostela/restaurant/casa-marcelo,Hospital Real de Santiago de Compostela,42.8815276,-8.545892
362,Casa Mono,ONE_STAR,New York,United States,40.735895,-73.9873421,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/942fba03-5463-4ef2-ae2b-f31de5b175ca.jpg,Andy Nusser,Spanish,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/casa-mono,https://guide.michelin.com/en/new-york-state/new-york/restaurant/casa-mono,"The Langham, New York, Fifth Avenue",40.7501438,-73.9835325
363,Casa Pepa,ONE_STAR,Ondara,Spain,38.818996,0.007204,https://mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/01963d855ea84fa4842e83a3d556b491,Aina Serra Pedros,Creative,https://guide.michelin.com/en/comunidad-valenciana/ondara/restaurant/casa-pepa,https://guide.michelin.com/en/comunidad-valenciana/ondara/restaurant/casa-pepa,Port Benidorm Hotel & Spa,38.5338574,-0.1065697
364,Casa Perbellini,TWO_STARS,Verona,Italy,45.4421602,10.9781986,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/5f8a6fe40da342bca394fab271005314,Giancarlo Perbellini,Creative,https://guide.michelin.com/en/veneto/verona/restaurant/casa-perbellini,https://guide.michelin.com/en/veneto/verona/restaurant/casa-perbellini,Due Torri Hotel,45.4448458,10.9996046
365,Casa Sgarra,ONE_STAR,Trani,Italy,41.270434,16.4341752,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/c1c1e76f8d84471c88db1c65a0842d82,Felice Sgarra,Creative,https://guide.michelin.com/en/puglia/trani/restaurant/casa-sgarra,https://guide.michelin.com/en/puglia/trani/restaurant/casa-sgarra,San Paolo al Convento,41.2791003,16.4228537
366,Casa Vicina,ONE_STAR,Turin,Italy,45.0350554,7.666969,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/931b67fc9eff459e9084971f6f6d5862,,Italian Contemporary,https://guide.michelin.com/en/piemonte/torino/restaurant/casa-vicina,https://guide.michelin.com/en/piemonte/torino/restaurant/casa-vicina,Grand Hotel Sitea,45.0652908,7.6841559
367,Casa de Chá da Boa Nova,TWO_STARS,Leça da Palmeira,Portugal,41.2027411,-8.7147233,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/d237d9c2-6a8b-4076-a49a-bc7549942ac5.jpg,Rui Paula Cardoso,Seafood,https://guide.michelin.com/en/porto-region/lea-da-palmeira/restaurant/casa-de-cha-da-boa-nova,https://guide.michelin.com/en/porto-region/lea-da-palmeira/restaurant/casa-de-cha-da-boa-nova,Moov Hotel Porto Norte - Matosinhos,41.1802636,-8.6530432
368,Casadelmar,TWO_STARS,Porto-Vecchio,France,41.5948102,9.3099771,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/4feada1a93c24638aaca0c1fa84f62e4,Fabio Bragagnolo,Modern Cuisine,https://guide.michelin.com/en/corse/porto-vecchio/restaurant/casadelmar,https://guide.michelin.com/en/corse/porto-vecchio/restaurant/casadelmar,Grand Hôtel Cala Rossa & Spa NUCCA,41.6218643,9.3383827
369,Casala,ONE_STAR,Meersburg,Germany,47.6910309,9.2770749,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/2be8331adc544125ae0764cf46ca39dc,Markus Philippi,Modern Cuisine,https://guide.michelin.com/en/baden-wurttemberg/meersburg/restaurant/casala,https://guide.michelin.com/en/baden-wurttemberg/meersburg/restaurant/casala,RIVA - Das Hotel am Bodensee,47.6675083,9.1878444
370,Casamatta,ONE_STAR,Manduria,Italy,40.417763,17.599371,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/f9bf2e09a4e14b139c6fd0f37c9eb751,Pietro Penna,Modern Cuisine,https://guide.michelin.com/en/puglia/manduria/restaurant/casamatta,https://guide.michelin.com/en/puglia/manduria/restaurant/casamatta,"Masseria Palombara, Resort - SPA - Restaurant",40.4699529,17.6403296
371,Casamia,ONE_STAR,City of Bristol,United Kingdom,51.4472324,-2.5938672,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/f7b0b00f01874b90941baf7cb6c3b891,Zak Hitchman,Creative,https://guide.michelin.com/gb/en/south-gloucestershire/bristol/restaurant/casamia,https://guide.michelin.com/en/south-gloucestershire/bristol/restaurant/casamia,Marsh House Serviced Apartments,51.4530273,-2.5960955
372,Casin del Gamba,ONE_STAR,Altissimo,Italy,45.6178,11.2615,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/625e65c3126f424484fd3f76075d34c4,Antonio Dal Lago,Modern Cuisine,https://guide.michelin.com/en/veneto/altissimo/restaurant/casin-del-gamba,https://guide.michelin.com/en/veneto/altissimo/restaurant/casin-del-gamba,Villa Michelangelo Vicenza - Starhotels Collezione,45.4968382,11.5401276
373,Casona del Judío,ONE_STAR,Santander,Spain,43.4686232,-3.8292585,https://mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/6de15eceb6784ec89fc96177d913dcc4,Sergio Bastard,Modern Cuisine,https://guide.michelin.com/en/cantabria/santander/restaurant/casona-del-judio,https://guide.michelin.com/en/cantabria/santander/restaurant/casona-del-judio,Hotel Palacio del Mar,43.4781033,-3.7942402
374,Castel finedining,TWO_STARS,Tirol,Italy,46.6862223,11.1568653,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/07229b410eb34ed7a173636a05b1e4e0,Gerhard Wieser,Creative,https://guide.michelin.com/en/trentino-alto-adige/tirol/restaurant/trenkerstube,https://guide.michelin.com/en/trentino-alto-adige/tirol/restaurant/trenkerstube,Miramonti Boutique Hotel,46.6497706,11.2090779
375,Castell Peralada,ONE_STAR,Peralada,Spain,42.3078839,3.0114904,https://mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/1411db72740649139518f66d39df22a7,,Modern Cuisine,https://guide.michelin.com/en/catalunya/peralada/restaurant/castell-peralada,https://guide.michelin.com/en/catalunya/peralada/restaurant/castell-peralada,Hotel Spa Vilamont,42.3424727,3.0643306
376,Castor,TWO_STARS,Beveren-Leie,Belgium,50.8720569,3.3430165,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/b7a187dfb212436ebb8698b20635b20e,Maarten Bouckaert,Modern French,https://guide.michelin.com/en/west-vlaanderen/beveren-leie/restaurant/castor,https://guide.michelin.com/en/west-vlaanderen/beveren-leie/restaurant/castor,Sleutelhuys,50.9986425,3.3287662
377,Casual,ONE_STAR,Bergamo,Italy,45.7068992,9.6562867,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/df479336-6492-4bca-8212-72c4736e20bd.jpg,Enrico Bartolini,Creative,https://guide.michelin.com/en/lombardia/bergamo/restaurant/casual,https://guide.michelin.com/en/lombardia/bergamo/restaurant/casual,Arli Hotel Business And Wellness,45.6934374,9.6699563
378,Caviar Russe,ONE_STAR,New York,United States,40.760685,-73.97355,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/c5699904-3810-40c1-b073-fbbb1e7ad13b.jpg,,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/caviar-russe,https://guide.michelin.com/en/new-york-state/new-york/restaurant/caviar-russe,Four Seasons Hotel New York Downtown,40.7126317,-74.0091904
379,Cañabota,ONE_STAR,Seville,Spain,37.3935972,-5.9936533,https://mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/8c212a0fb57741c9a00dcadbdb2a8b27,,Seafood,https://guide.michelin.com/en/andalucia/sevilla/restaurant/canabota,https://guide.michelin.com/en/andalucia/sevilla/restaurant/canabota,"Hotel Alfonso XIII, a Luxury Collection Hotel, Seville",37.3814838,-5.9926592
380,Cebo,ONE_STAR,Madrid,Spain,40.416502,-3.6987651,https://mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/dd5da98e7b074f98a8f785d54b823517,Aurelio Morales,Creative,https://guide.michelin.com/en/comunidad-de-madrid/madrid/restaurant/cebo,https://guide.michelin.com/en/comunidad-de-madrid/madrid/restaurant/cebo,Relais & Chateaux Heritage Madrid Hotel ® - WEB OFICIAL,40.434877,-3.6789438
381,Cenador de Amós,THREE_STARS,Villaverde de Pontones,Spain,43.4124884,-3.6988243,https://mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/1a7c6bd45fa543c398faed3f017f8360,Jesús Sánchez Sáinz,Modern Cuisine,https://guide.michelin.com/en/cantabria/villaverde-de-pontones/restaurant/cenador-de-amos,https://guide.michelin.com/en/cantabria/villaverde-de-pontones/restaurant/cenador-de-amos,Hotel Palacio de la Peña Cantabria,43.4814979,-3.621679
382,Centpourcent,ONE_STAR,Sint-Katelijne-Waver,Belgium,51.0557914,4.463224,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/91f74fea0d73458fb599284db4e148cb,Axel Colonna-Cesari,Modern Cuisine,https://guide.michelin.com/en/antwerpen/sint-katelijne-waver/restaurant/centpourcent,https://guide.michelin.com/en/antwerpen/sint-katelijne-waver/restaurant/centpourcent,Guesthouse Bernardin,51.2204099,4.4099394
383,Chaat,ONE_STAR,Hong Kong,Hong Kong,22.2947649,114.1757148,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/6307362a-d671-48ea-b5ba-bc28b2b1a03c.jpg,,Indian,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/chaat,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/chaat,Rosewood Hong Kong,22.2949764,114.1758105
384,Chaimen Hui,ONE_STAR,Chengdu,China Mainland,30.584093,104.053347,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/dae63523-5a17-4e57-ab1f-9fa7592cebfb.jpg,,Sichuan,https://guide.michelin.com/en/chengdu-municipality/chengdu/restaurant/chaimen-hui,,Meiyi Hotel,30.6228087,104.027068
385,Chao Shang Chao,TWO_STARS,Beijing,China Mainland,39.910992,116.461892,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/88083108-2a95-4daf-a62d-8cab5a53a3fa.jpg,,Chao Zhou,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/chao-shang-chao,,Mandarin Oriental Wangfujing Beijing,39.912174,116.411285
386,Chapter One by Mickael Viljanen,TWO_STARS,Dublin City,Ireland,53.354379,-6.2639708,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/4b7deccf7f1a469999d27bfa49e22407,,Modern Cuisine,https://guide.michelin.com/ie/en/dublin/dublin/restaurant/chapter-one-by-mickael-viljanen,https://guide.michelin.com/en/dublin/dublin/restaurant/chapter-one-by-mickael-viljanen,Dominick Place,53.3518849,-6.2673898
387,Chef Kang's,ONE_STAR,Singapore,Singapore,1.304735,103.84955,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/19f4bab2-8e2e-493c-b482-22230f0096ff.jpg,Song Kang ANG,Cantonese,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/chef-kang-s,https://guide.michelin.com/en/singapore-region/singapore/restaurant/chef-kang-s,"Mandarin Oriental, Singapore",1.2908185,103.8582972
388,Chef's Table,TWO_STARS,Bangkok,Thailand,13.7215006,100.5171696,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/e6542813-a08d-4972-b1e8-7d8c15a6216e.jpg,,French Contemporary,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/chef-s-table1184372,https://guide.michelin.com/en/bangkok-region/bangkok/restaurant/chef-s-table1184372,"Sheraton Grande Sukhumvit, a Luxury Collection Hotel, Bangkok",13.7374102,100.5590841
389,Chef's Table at Brooklyn Fare,THREE_STARS,New York,United States,40.7560823,-73.9964997,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/30310dba-1415-4ddb-a2f0-9d1b1d8270d1.jpeg,Cesar Ramirez,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/chef-s-table-at-brooklyn-fare,https://guide.michelin.com/en/new-york-state/new-york/restaurant/chef-s-table-at-brooklyn-fare,Four Seasons Hotel New York Downtown,40.7126317,-74.0091904
390,Cheng Long Hang (Huangpu),ONE_STAR,Shanghai,China Mainland,31.239067,121.48161,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/b62edd98-8cfc-4cd1-bf4b-69f9ebced2a8.jpg,,Shanghainese,https://guide.michelin.com/en/shanghai-municipality/shanghai/restaurant/cheng-long-hang-huangpu,,Shanghai Jianyeli Capella Hotel,31.203096,121.451454
391,Chengdu Restaurant,ONE_STAR,Chengdu,China Mainland,30.618011,104.064047,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/30373741-deb1-400f-81d1-dad712a43e43.jpg,,Cantonese,https://guide.michelin.com/en/chengdu-municipality/chengdu/restaurant/chengdu-restaurant,,Meiyi Hotel,30.6228087,104.027068
392,Chesa Stüva Colani,ONE_STAR,Madulain,Switzerland,46.586082,9.937879,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/235c02fb65d946e19954d83e7039f538,Paolo Casanova,Italian,https://guide.michelin.com/en/graubunden/madulain/restaurant/chesa-stuva-colani,https://guide.michelin.com/en/graubunden/madulain/restaurant/chesa-stuva-colani,Grand Hotel Kronenhof,46.493499,9.90105
393,Chestnut,ONE_STAR,Ballydehob,Ireland,51.562631,-9.4608167,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/eefbe473dcb149a2b009c86a601783b6,Rob Krawczyk,Modern Cuisine,https://guide.michelin.com/ie/en/cork/ballydehob/restaurant/chestnut,https://guide.michelin.com/en/cork/ballydehob/restaurant/chestnut,Park Hotel Kenmare,51.8779734,-9.5803394
394,Cheval Blanc,ONE_STAR,Heemstede,Netherlands,52.3602095,4.6289256,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/a98062ec-8727-40fc-903e-d807b20b30c6.jpg,Huub P. van der Velden,Modern Cuisine,https://guide.michelin.com/en/noord-holland/heemstede/restaurant/cheval-blanc212552,https://guide.michelin.com/en/noord-holland/heemstede/restaurant/cheval-blanc212552,Brasss Hotel Suites,52.3796362,4.6377077
395,Cheval Blanc by Peter Knogl,THREE_STARS,Basel,Switzerland,47.5604261,7.5875706,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/d1f0d417ef0f4d6ebc00ab7c68abc4cf,Peter Knogl,Classic French,https://guide.michelin.com/en/basel-stadt/basel/restaurant/cheval-blanc-by-peter-knogl,https://guide.michelin.com/en/basel-stadt/basel/restaurant/cheval-blanc-by-peter-knogl,Hyperion Hotel Basel,47.5644444,7.6022221
396,Chez Bruce,ONE_STAR,London,United Kingdom,51.4464026,-0.1653296,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/e3722dea17274f27882e1c7ed265ab66,Bruce Poole,French,https://guide.michelin.com/gb/en/greater-london/london/restaurant/chez-bruce,https://guide.michelin.com/en/greater-london/london/restaurant/chez-bruce,Knightsbridge Hotel,51.4982441,-0.1643075
397,Chez TJ,ONE_STAR,Mountain View,United States,37.39468,-122.08044,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/b0581e36-9b42-4011-9e51-43d47dcd68dc.jpg,Christopher Lemerand,Contemporary,https://guide.michelin.com/us/en/california/mountain-view/restaurant/chez-tj,https://guide.michelin.com/en/california/mountain-view/restaurant/chez-tj,Four Seasons Hotel Silicon Valley at East Palo Alto,37.4605555,-122.1427593
398,Chi-Fu,ONE_STAR,Osaka,Japan,34.697434,135.504716,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/32ef9aa1-0b32-4bc9-9ac7-761c12541a91.jpg,Yuji FUJITA,Chinese,https://guide.michelin.com/jp/en/osaka-region/osaka/restaurant/chi-fu,https://guide.michelin.com/en/osaka-region/osaka/restaurant/chi-fu,Maruichi Hotel,34.7010653,135.5028689
399,Chim by Siam Wisdom,ONE_STAR,Bangkok,Thailand,13.740706,100.56789,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/fae8ddd6-4ff8-4bd4-a483-939db708fad3.jpg,,Thai,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/chim-by-siam-wisdom,https://guide.michelin.com/en/bangkok-region/bangkok/restaurant/chim-by-siam-wisdom,"Sheraton Grande Sukhumvit, a Luxury Collection Hotel, Bangkok",13.7374102,100.5590841
400,Chirón,ONE_STAR,Valdemoro,Spain,40.191578,-3.6764858,https://mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/1d5caba6e6ca4f7fbba7f816706a7b3d,Iván Muñoz Bargueño,Modern Cuisine,https://guide.michelin.com/en/comunidad-de-madrid/valdemoro/restaurant/chiron,https://guide.michelin.com/en/comunidad-de-madrid/valdemoro/restaurant/chiron,"Mandarin Oriental Ritz, Madrid",40.4157577,-3.6926067
401,Choco,ONE_STAR,Córdoba,Spain,37.8850096,-4.7623009,https://mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/16175567a9db42c896bbf01a8ad12df5,Kisko García González,Creative,https://guide.michelin.com/en/andalucia/cordoba/restaurant/choco,https://guide.michelin.com/en/andalucia/cordoba/restaurant/choco,Eurostars Palace,37.8812307,-4.7857717
402,Choraku,ONE_STAR,Osaka,Japan,34.6980304,135.4972451,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/c071a054-e05d-4cf6-a53a-274418f99eb3.JPG,Hiroshi OSAKO,Oden,https://guide.michelin.com/jp/en/osaka-region/osaka/restaurant/choraku,https://guide.michelin.com/en/osaka-region/osaka/restaurant/choraku,Osaka Marriott Miyako Hotel,34.6457953,135.5142975
403,Christophe Bacquié,THREE_STARS,Le Castellet,France,43.2502823,5.7835029,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/03d19976a4924b87b13c5aba9fea8b06,Christophe Bacquié,Modern Cuisine,https://guide.michelin.com/en/provence-alpes-cote-dazur/le-castellet/restaurant/christophe-bacquie,https://guide.michelin.com/en/provence-alpes-cote-dazur/le-castellet/restaurant/christophe-bacquie,Hostellerie Bérard,43.1963789,5.7571402
404,Christopher Coutanceau,THREE_STARS,La Rochelle,France,46.1557284,-1.1609135,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/37bdd02646ec4492ba92ef086b4d3e9f,Christopher Coutanceau,Seafood,https://guide.michelin.com/en/nouvelle-aquitaine/la-rochelle/restaurant/christopher-coutanceau,https://guide.michelin.com/en/nouvelle-aquitaine/la-rochelle/restaurant/christopher-coutanceau,Maison des Ambassadeurs,46.1627984,-1.1511184
405,Chugoku Hanten Fureika,ONE_STAR,Tokyo,Japan,35.656219,139.73846,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/ef412392bbe948fbb141a9c04b9e955e,SHI Lan,Chinese,https://guide.michelin.com/jp/en/tokyo-region/tokyo/restaurant/chugoku-hanten-fureika,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/chugoku-hanten-fureika,"The Ritz-Carlton, Tokyo",35.6661201,139.7312888
